1.000000000000000000e+00 -9.243230936257641472e-01 -4.133859298258592552e-01 -3.516228852155467433e-02 1.903150236463563016e-01 3.037327116289347817e-01 3.019883607750544763e-01 2.197026997291759431e-01 6.705530526873930419e-02 -1.028062752495684379e-01 -1.903010236135500854e-01 -1.113739585018049538e-01 -9.093576213460129176e-02 -9.535795336840653669e-02 -2.415404673618514603e-02 -2.106127006822534897e-02
-9.243230936257641472e-01 1.000000000000000000e+00 5.913839700143090905e-01 2.072739792503060507e-01 -1.669255818835532409e-02 -1.429953762289606078e-01 -1.655434450438777461e-01 -1.070220885655060739e-01 2.772844242211318366e-02 1.668861317171277114e-01 2.757001600789971696e-01 2.002357250123574239e-01 1.892600282117933019e-01 2.135729328660537774e-01 1.119403485150749084e-01 7.274234181230901375e-02
-4.133859298258592552e-01 5.913839700143090905e-01 1.000000000000000000e+00 7.591244973106624494e-01 5.847170953053572040e-01 4.597813319217874395e-01 3.847654032315800943e-01 3.759485673074324796e-01 4.065690748743598926e-01 4.530709114918656244e-01 4.767543937672797383e-01 4.816321011360144566e-01 4.398357981310140885e-01 4.537278280781072426e-01 3.168182332482377683e-01 2.227102196869032713e-01
-3.516228852155467433e-02 2.072739792503060507e-01 7.591244973106624494e-01 1.000000000000000000e+00 8.989268515500078438e-01 8.504827044776426259e-01 7.640225037185585100e-01 6.902034858332868339e-01 6.392321271403682559e-01 5.768750770792940852e-01 5.586000190124734699e-01 5.801087743126848162e-01 5.275229951633200187e-01 5.143836436740053530e-01 4.285926264472501024e-01 3.087675592114583201e-01
1.903150236463563016e-01 -1.669255818835532409e-02 5.847170953053572040e-01 8.989268515500078438e-01 1.000000000000000000e+00 9.513463102538926019e-01 8.713416238840473449e-01 7.679947976750249872e-01 6.898149377915642200e-01 5.876308442813232835e-01 5.284622697955653203e-01 5.394037784389809076e-01 5.230271171196547719e-01 5.047105734138999100e-01 4.457422610324259793e-01 3.431593361090544692e-01
3.037327116289347817e-01 -1.429953762289606078e-01 4.597813319217874395e-01 8.504827044776426259e-01 9.513463102538926019e-01 1.000000000000000000e+00 9.545054970099441372e-01 8.680148203713182742e-01 7.603862544605138885e-01 6.029752148974905079e-01 5.046776681041466039e-01 5.186602290667094994e-01 5.091240958228422375e-01 4.611484439650256340e-01 4.229814628561435752e-01 3.291783876000876630e-01
3.019883607750544763e-01 -1.655434450438777461e-01 3.847654032315800943e-01 7.640225037185585100e-01 8.713416238840473449e-01 9.545054970099441372e-01 1.000000000000000000e+00 9.552638525363359445e-01 8.480519198296833094e-01 6.402864510922334773e-01 4.878254567992253432e-01 4.866546111459059687e-01 5.009655560683476949e-01 4.243405328940094146e-01 3.897816515440704621e-01 2.961987924920724824e-01
2.197026997291759431e-01 -1.070220885655060739e-01 3.759485673074324796e-01 6.902034858332868339e-01 7.679947976750249872e-01 8.680148203713182742e-01 9.552638525363359445e-01 1.000000000000000000e+00 9.321134426427984954e-01 7.203869963061827475e-01 5.289527157692179848e-01 5.185210441082053201e-01 5.483579834750820226e-01 4.565208734837534754e-01 4.125621057729952357e-01 3.118675726971690820e-01
6.705530526873930419e-02 2.772844242211318366e-02 4.065690748743598926e-01 6.392321271403682559e-01 6.898149377915642200e-01 7.603862544605138885e-01 8.480519198296833094e-01 9.321134426427984954e-01 1.000000000000000000e+00 8.453890792578802049e-01 6.374320784808887863e-01 5.744042219142019290e-01 6.115621810082056964e-01 4.926896098963545745e-01 4.363846568447057317e-01 3.383720305716104160e-01
-1.028062752495684379e-01 1.668861317171277114e-01 4.530709114918656244e-01 5.768750770792940852e-01 5.876308442813232835e-01 6.029752148974905079e-01 6.402864510922334773e-01 7.203869963061827475e-01 8.453890792578802049e-01 1.000000000000000000e+00 8.185658934525973374e-01 6.383031570871015026e-01 6.699602158408866082e-01 5.934785241792587263e-01 5.291398715979551692e-01 4.266127179567438810e-01
-1.903010236135500854e-01 2.757001600789971696e-01 4.767543937672797383e-01 5.586000190124734699e-01 5.284622697955653203e-01 5.046776681041466039e-01 4.878254567992253432e-01 5.289527157692179848e-01 6.374320784808887863e-01 8.185658934525973374e-01 1.000000000000000000e+00 8.078033745964945389e-01 7.393489651345112046e-01 6.629921244884998677e-01 5.934824607781601369e-01 5.235549124962481926e-01
-1.113739585018049538e-01 2.002357250123574239e-01 4.816321011360144566e-01 5.801087743126848162e-01 5.394037784389809076e-01 5.186602290667094994e-01 4.866546111459059687e-01 5.185210441082053201e-01 5.744042219142019290e-01 6.383031570871015026e-01 8.078033745964945389e-01 1.000000000000000000e+00 8.393133633809589655e-01 7.297768400945706668e-01 6.658747399450949400e-01 5.832449849850971368e-01
-9.093576213460129176e-02 1.892600282117933019e-01 4.398357981310140885e-01 5.275229951633200187e-01 5.230271171196547719e-01 5.091240958228422375e-01 5.009655560683476949e-01 5.483579834750820226e-01 6.115621810082056964e-01 6.699602158408866082e-01 7.393489651345112046e-01 8.393133633809589655e-01 1.000000000000000000e+00 8.596702337806926275e-01 7.834904340949083723e-01 7.058142015541054581e-01
-9.535795336840653669e-02 2.135729328660537774e-01 4.537278280781072426e-01 5.143836436740053530e-01 5.047105734138999100e-01 4.611484439650256340e-01 4.243405328940094146e-01 4.565208734837534754e-01 4.926896098963545745e-01 5.934785241792587263e-01 6.629921244884998677e-01 7.297768400945706668e-01 8.596702337806926275e-01 1.000000000000000000e+00 9.055141078261810250e-01 8.181888834859307735e-01
-2.415404673618514603e-02 1.119403485150749084e-01 3.168182332482377683e-01 4.285926264472501024e-01 4.457422610324259793e-01 4.229814628561435752e-01 3.897816515440704621e-01 4.125621057729952357e-01 4.363846568447057317e-01 5.291398715979551692e-01 5.934824607781601369e-01 6.658747399450949400e-01 7.834904340949083723e-01 9.055141078261810250e-01 1.000000000000000000e+00 8.963228816188468784e-01
-2.106127006822534897e-02 7.274234181230901375e-02 2.227102196869032713e-01 3.087675592114583201e-01 3.431593361090544692e-01 3.291783876000876630e-01 2.961987924920724824e-01 3.118675726971690820e-01 3.383720305716104160e-01 4.266127179567438810e-01 5.235549124962481926e-01 5.832449849850971368e-01 7.058142015541054581e-01 8.181888834859307735e-01 8.963228816188468784e-01 1.000000000000000000e+00
